dates,170 cv,245 cv,177 cv,143 cv,204 cv,150 cv,136 cv
2020-03-01,14189.285714285714,19672.727272727272,18780.0,15305.0,22100.0,19330.0,19245.0
2020-04-01,12580.0,27210.0,,14890.0,,17290.0,
2020-05-01,18730.0,21800.0,,12038.0,,,
