dates,115 cv,180 cv,140 cv,240 cv,110 cv,130 cv,87 cv,90 cv,136 cv,150 cv,125 cv,120 cv
2020-05-01,3000.0,11900.0,2500.0,1.0,5990.0,10900.0,7750.0,3000.0,12300.0,7000.0,5990.0,11500.0
2020-06-01,,7395.0,,,8500.0,9600.0,4490.0,5500.0,,,,
