dates,258 cv,272 cv,190 cv,150 cv,143 cv,245 cv,177 cv,180 cv,225 cv,211 cv,230 cv
2020-03-01,36926.666666666664,45494.186046511626,35491.818181818184,26238.260869565216,22216.666666666668,30667.5,24582.222222222223,22480.0,34925.0,28480.0,31530.0
2020-04-01,39096.666666666664,44963.913043478264,33284.166666666664,27123.333333333332,20443.333333333332,28352.5,26603.333333333332,,19150.0,25580.0,35080.0
2020-05-01,33052.307692307695,45330.357142857145,33692.96296296296,24001.666666666668,,32351.666666666668,25560.625,,30980.0,,
