dates,110 cv,130 cv,90 cv,115 cv,100 cv,165 cv,205 cv
2020-03-01,18338.904109589042,19641.875,18095.853658536584,21886.938775510203,15827.083333333334,24468.75,43135.0
2020-04-01,19711.666666666668,18365.0,13681.25,21298.666666666668,16565.0,23880.0,38860.0
