dates,68 cv,92 cv,75 cv,82 cv
2019-12-01,4500.0,5792.5,5245.0,3800.0
2020-03-01,4500.0,,4500.0,
2020-05-01,5022.222222222223,,,
2020-06-01,5238.0,,,
