dates,69 cv,105 cv,100 cv
2019-02-01,20990.0,20990.0,19989.0
2019-06-01,11290.0,18995.0,17189.0
2019-07-01,20718.571428571428,21692.0,18990.0
2019-10-01,13153.57142857143,20563.625,
2019-11-01,18940.5,21072.4,
2019-12-01,17898.88,28690.0,
2020-01-01,13254.292134831461,18518.0,
2020-02-01,13293.837133550489,22531.53846153846,
2020-03-01,16452.5,21801.844444444443,
2020-04-01,13639.681818181818,23532.116883116883,
2020-05-01,14618.8203125,,
2020-06-01,14142.547892720306,,
2020-07-01,17801.1,,
