dates,134 cv,82 cv,80 cv,115 cv,98 cv,225 cv,136 cv,113 cv
2019-11-01,6091.666666666667,5290.0,2990.0,4900.0,2500.0,13000.0,2000.0,4490.0
2020-05-01,,2325.0,1500.0,3120.0,,,,3790.0
2020-06-01,,,3100.0,,,,,
