dates,120 cv,90 cv,88 cv,81 cv,155 cv,109 cv,140 cv,110 cv,92 cv,150 cv,82 cv,113 cv
2018-10-01,7299.0,5990.0,4000.0,5900.0,7976.666666666667,5988.5,5790.0,6490.0,6900.0,8275.0,6500.0,7445.0
2020-03-01,7497.5,4500.0,4500.0,5250.0,31322.5,,4000.0,4350.0,5330.0,,,
2020-05-01,3990.0,5847.5,5896.666666666667,,,,,5882.714285714285,,,,
2020-06-01,,,,,,,,6032.857142857143,,,,
2020-07-01,,,,,,,,5450.0,,,,
