dates,177 cv,245 cv,204 cv,225 cv,136 cv,143 cv,211 cv,150 cv,163 cv,170 cv,272 cv,160 cv
2019-11-01,16990.0,25450.0,23226.0,23420.0,21500.0,16343.333333333334,17280.0,23015.0,16206.666666666666,19547.14285714286,28970.0,15990.0
2020-03-01,22711.25,23245.0,28055.0,24940.0,22900.0,20220.0,21960.0,20375.0,,17703.333333333332,27890.0,
2020-04-01,22412.5,25815.555555555555,21280.0,,22153.333333333332,23160.0,17000.0,21753.333333333332,,16600.0,,
2020-05-01,25048.333333333332,24660.0,,,29990.0,,21375.0,16990.0,,20125.0,,
2020-06-01,21083.0,25730.0,,,16540.0,,,24480.0,,,,
2020-07-01,24356.666666666668,,,,24990.0,,,,,,,
