dates,105 cv,160 cv,80 cv,122 cv,210 cv,110 cv
2020-05-01,9527.5,21340.0,1.0,11500.0,17500.0,8490.0
2020-06-01,12996.666666666666,,,,,
2020-07-01,12441.42857142857,,,,,
