dates,115 cv,92 cv,112 cv,120 cv,98 cv,156 cv,82 cv,135 cv,90 cv,150 cv,163 cv
2017-12-01,11990.0,12900.0,12605.0,12990.0,9694.0,7490.0,17990.0,14395.0,7500.0,13490.0,17495.0
2020-03-01,11990.0,9140.0,9570.0,10883.636363636364,12900.0,12500.0,9060.0,12663.333333333334,,13990.0,15334.75
2020-05-01,10846.666666666666,8695.714285714286,10250.0,11015.555555555555,,,12666.666666666666,,,11845.0,
2020-06-01,11330.0,10098.57142857143,4900.0,10545.0,,,,,,13345.0,
2020-07-01,11545.0,10920.0,,,,,,,,,
