dates,141 cv,115 cv,135 cv
2020-02-01,17990.0,16980.0,23500.0
2020-04-01,23566.25,21596.666666666668,
2020-05-01,21940.0,,
2020-06-01,23335.0,,
2020-07-01,17963.333333333332,,
