dates,125 cv,116 cv,143 cv,100 cv,140 cv,150 cv,175 cv,130 cv,161 cv
2020-05-01,2996.6666666666665,6000.0,3005.0,4966.666666666667,2500.0,1000.0,6800.0,7000.0,9990.0
2020-06-01,5141.666666666667,,8990.0,,,,,,
