dates,150 cv,125 cv,184 cv,400 cv,120 cv,177 cv,180 cv,310 cv,367 cv
2020-03-01,33793.1914893617,31912.5,37330.0,98640.0,26362.0,22046.666666666668,35046.666666666664,36370.0,47850.0
2020-04-01,34307.5,,29520.0,,29660.0,,39840.0,,
2020-05-01,30651.956521739132,,33350.0,,25550.0,,,,
