dates,204 cv,163 cv,156 cv,112 cv,136 cv,140 cv,120 cv
2019-09-01,10331.666666666666,8398.0,9840.0,8990.0,6990.0,7330.0,10700.0
2020-02-01,10547.107142857143,10302.307692307691,,8490.0,,,
2020-05-01,10705.0,10073.0,,7515.0,,,
2020-06-01,,,,8139.473684210527,,,
2020-07-01,,,,6500.0,,,
