dates,160 cv,218 cv,95 cv,320 cv,250 cv,225 cv
2020-06-01,6000.0,14466.666666666666,11490.0,13500.0,9500.0,8990.0
2020-07-01,,11633.333333333334,10466.666666666666,,,
