dates,136 cv,165 cv,170 cv
2019-02-01,20990.0,23862.85714285714,31490.0
2019-03-01,28999.0,24179.0,24890.0
2019-04-01,25990.0,24505.0,20980.0
2019-06-01,27500.0,24540.0,17500.0
2019-07-01,27990.0,,23670.0
2019-11-01,25240.0,,
2020-02-01,24773.333333333332,,
2020-03-01,22918.0,,
2020-04-01,25056.363636363636,,
2020-05-01,21545.333333333332,,
2020-06-01,25245.916666666668,,
2020-07-01,23473.75,,
