dates,80 cv,90 cv,60 cv,85 cv,150 cv,100 cv,192 cv,75 cv,65 cv,95 cv,125 cv,70 cv
2019-12-01,5990.0,4990.0,4490.0,4499.0,6999.0,5500.0,8195.0,5590.0,4600.0,6896.666666666667,5500.0,4299.5
2020-01-01,4364.285714285715,5057.8,6490.0,5447.5,,5482.5,,5190.0,,,4490.0,
2020-03-01,4043.222222222222,4126.789473684211,7493.0,,,4800.0,,4290.0,,,,
2020-05-01,3995.0,5593.333333333333,5021.428571428572,,,,,5141.583333333333,,,,
2020-06-01,,,3972.7241379310344,,,,,4831.666666666667,,,,
2020-07-01,,,6752.0,,,,,,,,,
