dates,115 cv,120 cv,92 cv,112 cv,150 cv,90 cv,82 cv,135 cv
2020-01-01,11423.333333333334,10790.0,6408.0,6075.0,8131.666666666667,4945.0,7350.0,12000.0
2020-04-01,8228.0,7930.0,7965.0,7230.0,11900.0,,,
2020-05-01,9760.0,8070.0,,4200.0,,,,
2020-06-01,,7752.857142857143,,,,,,
2020-07-01,,6990.0,,,,,,
