dates,165 cv,140 cv,110 cv,120 cv
2019-08-01,27990.0,9500.0,29490.0,9000.0
2020-01-01,,8500.0,36899.0,
2020-02-01,,,29990.0,
2020-05-01,,,30655.0,
2020-06-01,,,26999.0,
