dates,68 cv,90 cv,71 cv,75 cv,110 cv,88 cv,101 cv,103 cv
2019-08-01,4590.0,800.0,1000.0,1622.5,3000.0,3000.0,2490.0,1990.0
2020-03-01,2100.0,600.0,,,,,,
2020-05-01,1250.0,,,,,,,
2020-06-01,1300.0,,,,,,,
