dates,115 cv,98 cv,110 cv,165 cv,86 cv,85 cv,225 cv,140 cv,150 cv
2020-03-01,6790.0,9500.0,3840.0,5500.0,500.0,8490.0,7500.0,7995.0,4800.0
2020-04-01,5040.0,,3490.0,,1900.0,14990.0,,,
2020-05-01,9490.0,,8590.0,,,,,,
