dates,98 cv,90 cv,120 cv,75 cv,110 cv,68 cv,92 cv
2020-04-01,15380.0,10165.0,18740.0,16190.0,12895.0,11000.0,7790.0
2020-05-01,11945.0,12728.684210526315,,12852.0,17830.0,,
2020-06-01,14536.25,12028.0,,15365.0,10900.0,,
2020-07-01,12890.0,,,,,,
