dates,150 cv,187 cv,210 cv,180 cv
2020-02-01,15990.0,20480.0,18900.0,16999.0
2020-03-01,19990.0,23855.0,21586.666666666668,22025.0
2020-04-01,19382.5,,17496.666666666668,21125.0
2020-05-01,15365.0,,,20167.5
2020-06-01,17545.0,,,
2020-07-01,17263.333333333332,,,
