dates,75 cv,100 cv,98 cv,70 cv,140 cv,105 cv,112 cv
2020-05-01,4717.8,5549.857142857143,4233.333333333333,2500.0,11996.666666666666,4500.0,4800.0
2020-06-01,2925.0,,,,,,
