dates,130 cv,110 cv,170 cv,68 cv,140 cv,102 cv,136 cv,101 cv,90 cv,75 cv
2019-07-01,1500.0,1990.0,6500.0,5299.0,3600.0,2000.0,2900.0,3493.3333333333335,3990.0,4800.0
2019-12-01,1475.0,1500.0,5075.0,6500.0,,,,,1990.0,
2020-01-01,,2472.5,,1490.0,,,,,1983.3333333333333,
2020-06-01,,,,2966.6666666666665,,,,,,
2020-07-01,,,,4377.5,,,,,,
