dates,240 cv,203 cv,140 cv,115 cv,200 cv,150 cv,145 cv,163 cv
2019-12-01,17000.0,4590.0,12336.0,15999.0,14000.0,16990.0,14500.0,15999.0
2020-05-01,,,12597.272727272728,11300.0,15290.0,20200.0,,13220.0
2020-06-01,,,12110.0,13930.0,,18195.0,,13998.75
2020-07-01,,,,,,16900.0,,
