dates,122 cv,105 cv,125 cv,110 cv,152 cv,140 cv,170 cv,150 cv
2020-02-01,13540.0,17500.0,13975.0,14667.0,14450.0,10745.0,10990.0,12990.0
2020-05-01,11990.0,13396.666666666666,,11820.0,,12022.5,13449.5,
2020-06-01,,11910.0,,,,,,
2020-07-01,,10513.333333333334,,,,,,
