dates,170 cv,177 cv,245 cv,190 cv,204 cv,211 cv
2020-03-01,15660.0,17707.5,20631.11111111111,12575.0,19006.0,15860.0
2020-04-01,14080.0,17980.0,19320.0,12970.0,23780.0,
2020-05-01,14703.333333333334,,,,,
