dates,109 cv,140 cv,120 cv,163 cv,150 cv,181 cv
2020-04-01,9521.666666666666,13184.0,9720.0,16410.0,19050.0,17060.0
2020-05-01,11750.0,10493.333333333334,12373.333333333334,12190.0,,
2020-06-01,10365.0,8250.0,11065.0,,,
