dates,272 cv,218 cv,258 cv,184 cv,204 cv,381 cv,245 cv,313 cv
2020-04-01,15417.5,20740.0,17260.0,13650.0,14690.0,29400.0,17185.0,20880.0
2020-05-01,,,16130.0,15682.5,,,,
2020-06-01,,,,16110.0,,,,
