dates,110 cv,120 cv,115 cv,81 cv,155 cv,150 cv,114 cv,90 cv,95 cv,92 cv,82 cv,113 cv
2019-01-01,7590.0,12900.0,15990.0,14980.0,17240.0,10990.0,11445.0,14980.0,11490.0,9990.0,6400.0,7490.0
2019-12-01,7890.0,15890.0,14490.0,14900.0,14656.333333333334,15490.0,10445.0,13550.0,,9990.0,,
2020-01-01,9365.0,14990.0,11990.0,13000.0,14620.90909090909,17990.0,7423.333333333333,,,11980.0,,
2020-02-01,7990.0,15325.0,13202.5,10670.0,,15762.5,10244.75,,,,,
2020-03-01,,14315.0,11159.083333333334,11500.0,,15376.666666666666,8216.25,,,,,
2020-05-01,,14337.777777777777,12590.0,12423.333333333334,,15629.0,,,,,,
2020-06-01,,14865.541666666666,12605.0,13465.57142857143,,12339.0,,,,,,
2020-07-01,,15179.0,,14240.0,,,,,,,,
