dates,110 cv,165 cv,132 cv,130 cv,115 cv
2020-03-01,13810.362903225807,21520.95238095238,12383.0,12306.666666666666,11379.0
2020-04-01,14065.983606557376,22191.0,12480.0,12135.0,12290.0
2020-05-01,12747.5,23422.85714285714,12730.0,10420.0,
2020-06-01,13730.0,23160.0,11827.777777777777,,
