dates,90 cv,110 cv,150 cv,220 cv,86 cv,180 cv,140 cv,105 cv,184 cv,143 cv
2019-10-01,12850.0,13490.0,12390.0,24500.0,11500.0,17025.6,10500.0,9990.0,16990.0,13000.0
2019-12-01,11490.0,12395.0,18990.0,18990.0,11641.42857142857,,13800.0,8990.0,14990.0,
2020-01-01,10495.0,13990.0,15490.0,17063.333333333332,14375.9,,,13800.0,18083.076923076922,
2020-02-01,,10990.0,18590.0,,,,,9979.0,19041.95,
2020-03-01,,12690.0,12224.0,,,,,10058.333333333334,,
2020-04-01,,10790.0,14652.081081081082,,,,,10492.0,,
2020-05-01,,13174.666666666666,,,,,,10217.5,,
2020-06-01,,12598.181818181818,,,,,,,,
2020-07-01,,12758.25,,,,,,,,
